ogc_fid,comid,fdate,resolution,gnis_id,gnis_name,lengthkm,reachcode,flowdir,wbareacomi,ftype,fcode,streamleve,streamorde,streamcalc,fromnode,tonode,hydroseq,levelpathi,pathlength,terminalpa,arbolatesu,divergence,startflag,terminalfl,dnlevel,uplevelpat,uphydroseq,dnlevelpat,dnminorhyd,dndraincou,dnhydroseq,frommeas,tomeas,rtndiv,vpuin,vpuout,areasqkm,totdasqkm,divdasqkm,hwnodesqkm,maxelevraw,minelevraw,maxelevsmo,minelevsmo,slope,elevfixed,hwtype,slopelenkm,q0001a,v0001a,qincr0001a,q0001b,v0001b,qincr0001b,q0001c,v0001c,qincr0001c,q0001d,v0001d,qincr0001d,q0001e,v0001e,qincr0001e,q0001f,qincr0001f,arq0001nav,temp0001,ppt0001,pet0001,qloss0001,qg0001adj,qg0001nav,lat,gageadj,avgqadj,smgageid,smgageq,etfract1,etfract2,a,b,bcf,r2,ser,nref,gageseqp,gageseq,shape_leng,rpuid
"174432","8397328",2008/07/22,Medium,"582839",Marshyhope Creek,0.289,"02080109011541",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044773,200044572,200011680,200011680,45.658,200009334,526.669,"0","0","0","1",200011680,200011782,200009334,0,"1",200011576,0,53.18894,"0","0","0",0.0756,572.3172,566.9613,,-9998,0,0,0,1e-005,"0",,0.289000004529953,231.45,0.8096,0.02819,231.45,0.8096,0.02819,253.481,0.8133,0.03078,253.481,0.8133,0.03078,255.147,0.81357,0.03078,254.753,0.03078,0,13.95833,1117.5099,784.15158,0,0,0,38.529,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00301860745617509,02a
"174435","8392828",2008/07/22,Medium,"582839",Marshyhope Creek,1.61,"02080109011542",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044550,200044559,200012240,200011680,51.691,200009334,510.968,"0","0","0","2",200011680,200012367,200011680,0,"1",200012121,77.33593,100,"0","0","0",2.2608,554.4729,549.117,,-9998,0,0,0,1e-005,"0",,1.61000001430511,224.736,0.80603,0.85066,224.736,0.80603,0.85066,246.148,0.80971,1.03517,246.148,0.80971,1.03517,247.814,0.80999,1.03517,247.42,1.03517,0,13.86694,1119.9204,779.9727,0,0,0,38.5612,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0164407636232597,02a
"174437","8392846",2008/07/22,Medium,"582839",Marshyhope Creek,1.587,"02080109011542",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044559,200044565,200012121,200011680,50.104,200009334,516.431,"0","0","0","2",200011680,200012240,200011680,0,"1",200012010,55.02421,77.33593,"0","0","0",3.8268,562.7466,557.3907,,-9998,0,0,0,1e-005,"0",,1.58700001239777,227.883,0.8077,1.4354,227.883,0.8077,1.4354,249.585,0.81139,1.72515,249.585,0.81139,1.72515,251.251,0.81166,1.72515,250.857,1.72515,0,13.90182,1118.3685,782.21104,0,0,0,38.5514,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0159459109571774,02a
"174438","8392794",2008/07/22,Medium,"582839",Marshyhope Creek,1.348,"02080109011543",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044533,200044536,200012757,200011680,55.815,200009334,489.176,"0","0","0","2",200011680,200012897,200011680,0,"1",200012625,0,100,"0","0","0",0.5913,530.4159,525.06,,-9998,0,5,5,1e-005,"0",,1.34800004959106,215.472,0.80104,0.22728,215.472,0.80104,0.22728,236.031,0.80469,0.37324,236.031,0.80469,0.37324,237.697,0.80497,0.37324,237.303,0.37324,0,13.75852,1122.87949,774.25361,0,0,0,38.5864,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0132478503000686,02a
"175290","8392758",2008/07/22,Medium,"582839",Marshyhope Creek,0.544,"02080109012244",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044515,200044521,200013036,200011680,58.621,200009334,475.328,"0","0","0","2",200011680,200013185,200011680,0,"1",200012897,0,100,"1","0","0",0.3438,514.4562,509.1003,,-9998,-9,5,5,1e-005,"0",,0.544000029563904,209.352,0.79764,0.13243,209.352,0.79764,0.13243,229.346,0.80127,0.08579,229.346,0.80127,0.08579,231.012,0.80156,0.08579,230.618,0.08579,0,13.76164,1124.87081,775.29413,0,0,0,38.6024,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00571017636511713,02a
"175293","8392800",2008/07/22,Medium,"582839",Marshyhope Creek,0.258,"02080109012247",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044536,200044544,200012625,200011680,55.557,200009334,499.09,"0","0","0","2",200011680,200012757,200011680,0,"1",200012496,0,100,"0","0","0",0.0594,538.9137,533.5578,,-9998,0,5,5,1e-005,"0",,0.257999986410141,218.773,0.80283,0.02275,218.773,0.80283,0.02275,239.636,0.80649,-0.02957,239.636,0.80649,-0.02957,241.302,0.80677,-0.02957,240.908,-0.02957,0,13.77652,1121.49371,775.20439,0,0,0,38.5774,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00235035339904149,02a
"175294","8397324",2008/07/22,Medium,"582839",Marshyhope Creek,0.045,"02080109012248",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044771,200044550,200012367,200011680,53.301,200009334,507.633,"0","0","0","2",200011680,200012496,200011680,0,"1",200012240,0,1.97733,"0","0","0",0.0027,549.162,543.8061,,-9998,0,5,0,0.00111111,"0",,0.0450000017881393,222.733,1.35853,0.00101,222.733,1.35853,0.00101,243.961,1.36631,0.22786,243.961,1.36631,0.22786,245.627,1.36689,0.22786,245.233,0.22786,0,13.85333,1120.33,779.12309,0,0,0,38.5655,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.000408158106594079,02a
"175331","8392770",2008/07/22,Medium,"582839",Marshyhope Creek,1.458,"02080109012282",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044521,200044533,200012897,200011680,57.163,200009334,484.352,"0","0","0","2",200011680,200013036,200011680,0,"1",200012757,0,100,"0","0","0",1.8315,526.284,520.9281,,-9998,-7,5,5,1e-005,"0",,1.45799994468689,213.89,0.80017,0.70464,213.89,0.80017,0.70464,234.302,0.80381,0.70826,234.302,0.80381,0.70826,235.968,0.8041,0.70826,235.574,0.70826,0,13.75304,1123.92819,774.49328,0,0,0,38.5949,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0150155349393225,02a
"174439","8392712",2008/07/22,Medium,"582839",Marshyhope Creek,2.038,"02080109011544",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044492,200044496,200013825,200011680,61.239,200009334,453.234,"0","0","0","2",200011680,200013990,200011680,0,"1",200013660,21.53866,56.48554,"0","0","0",3.6225,484.3206,478.9647,,-9998,-9,5,5,1e-005,"0",,2.03800010681152,197.617,0.79096,1.40864,197.617,0.79096,1.40864,216.526,0.79455,1.69903,216.526,0.79455,1.69903,218.192,0.79485,1.69903,217.798,1.69903,0,13.76775,1127.2054,776.40944,0,0,0,38.6264,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0193859545613966,02a
"174440","8392728",2008/07/22,Medium,"582839",Marshyhope Creek,0.431,"02080109011544",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044500,200044502,200013493,200011680,59.979,200009334,461.078,"0","0","0","2",200011680,200013660,200011680,0,"1",200013335,0,7.36476,"0","0","0",0.1854,496.0269,490.671,,-9998,0,5,5,1e-005,"0",,0.430999994277954,202.171,0.79359,0.07141,202.171,0.79359,0.07141,221.501,0.79719,0.0292,221.501,0.79719,0.0292,223.167,0.79749,0.0292,222.773,0.0292,0,13.81177,1125.3008,778.15077,0,0,0,38.6054,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00384813301370502,02a
"174442","8392694",2008/07/22,Medium,"582839",Marshyhope Creek,0.143,"02080109011544",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044483,200044492,200013990,200011680,63.277,200009334,448.781,"0","0","0","2",200011680,200014153,200011680,0,"1",200013825,56.48554,58.92379,"0","0","0",0.0297,476.2908,470.9349,,-9998,-9,5,5,1e-005,"0",,0.14300000667572,194.478,0.78912,0.01157,194.478,0.78912,0.01157,213.097,0.7927,0.2602,213.097,0.7927,0.2602,214.763,0.793,0.2602,214.369,0.2602,0,13.76923,1127.92059,776.6867,0,0,0,38.6356,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00127397410649886,02a
"174446","8392674",2008/07/22,Medium,"582839",Marshyhope Creek,0.291,"02080109011545",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044473,200044476,200014658,200011680,66.374,200009334,430.535,"0","0","0","2",200011680,200014841,200011680,0,"1",200014483,66.1721,100,"0","0","0",0.081,453.1698,447.8139,,-9998,0,5,5,1e-005,"0",,0.291000008583069,185.375,0.78369,0.03171,185.375,0.78369,0.03171,203.151,0.78723,-0.04296,203.151,0.78723,-0.04296,204.817,0.78754,-0.04296,204.423,-0.04296,0,13.70677,1129.156,773.76668,0,0,0,38.6513,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00282040715423504,02a
"174447","8392670",2008/07/22,Medium,"582839",Marshyhope Creek,0.98,"02080109011546",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044471,200044473,200014841,200011680,66.665,200009334,419.467,"0","0","0","2",200011680,200015035,200011680,0,"1",200014658,0,100,"0","0","0",2.1798,439.4115,434.0556,,-9998,0,5,5,1e-005,"0",,0.980000019073486,179.979,0.78036,0.85571,179.979,0.78036,0.85571,197.254,0.78387,1.08132,197.254,0.78387,1.08132,198.92,0.7842,1.08132,198.526,1.08132,0,13.68266,1129.77283,772.72831,0,0,0,38.6635,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0100120295829052,02a
"174448","8392664",2008/07/22,Medium,"582839",Marshyhope Creek,3.302,"02080109011547",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044468,200044471,200015035,200011680,67.645,200009334,411.396,"0","0","0","2",200011680,200015242,200011680,0,"1",200014841,0,100,"0","0","0",7.4358,433.2456,427.8897,,-9998,-15,12,5,2.119e-005,"0",,3.30200004577637,177.548,0.8385,2.95013,177.548,0.8385,2.95013,194.598,0.84245,3.14359,194.598,0.84245,3.14359,196.264,0.84282,3.14359,195.87,3.14359,0,13.63182,1130.55229,769.3614,0,0,0,38.6633,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0340750643432841,02a
"174449","8392364",2005/08/20,Medium,"582839",Marshyhope Creek,1.147,"02080109011548",With Digitized,"0",StreamRiver,"46006","2","4","4",200044381,200044453,200015672,200011680,72.361,200009334,388.177,"0","0","0","2",200011680,200015902,200011680,0,"1",200015453,55.25321,100,"0","0","0",2.2968,403.9065,398.5506,,-9998,0,14,12,1.743e-005,"0",,1.14699995517731,165.736,0.81406,0.91936,165.736,0.81406,0.91936,181.687,0.81784,0.93089,181.687,0.81784,0.93089,183.353,0.81821,0.93089,182.959,0.93089,0,13.60255,1131.5771,768.39749,0,0,0,38.691,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0105088064277251,02a
"174450","8392654",2008/07/22,Medium,"582839",Marshyhope Creek,1.343,"02080109011548",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044463,200044468,200015242,200011680,70.947,200009334,394.728,"0","0","0","2",200011680,200015453,200011680,0,"1",200015035,0,52.47017,"0","0","0",2.0943,411.6663,406.3104,,-9998,0,12,12,1e-005,"0",,1.34300005435944,168.873,0.77334,0.83662,168.873,0.77334,0.83662,185.116,0.77681,1.12798,185.116,0.77681,1.12798,186.782,0.77715,1.12798,186.388,1.12798,0,13.60097,1131.5047,767.89328,0,0,0,38.6807,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0126044782593863,02a
"174452","8392356",2005/08/20,Medium,"582839",Marshyhope Creek,1.785,"02080109011549",With Digitized,"0",StreamRiver,"46006","2","4","4",200044378,200044381,200015902,200011680,73.508,200009334,375.99,"0","0","0","2",200011680,200016139,200011680,0,"1",200015672,0,100,"0","0","0",2.3733,388.8387,383.4828,,-9998,0,100,14,0.00048179,"0",,1.7849999666214,159.595,1.15807,0.94946,159.595,1.15807,0.94946,174.975,1.16443,0.92261,174.975,1.16443,0.92261,176.641,1.16509,0.92261,176.247,0.92261,0,13.61755,1131.76511,769.36934,0,0,0,38.7011,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0171173377571781,02a
"174433","8392866",2008/07/22,Medium,"582839",Marshyhope Creek,0.253,"02080109011541",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044569,200044773,200011782,200011680,45.947,200009334,526.38,"0","0","0","2",200011680,200011889,200011680,0,"1",200011680,53.18894,100,"0","0","0",0.1557,572.2416,566.8857,,-9998,0,0,0,1e-005,"0",,0.252999991178513,231.422,0.80958,0.05803,231.422,0.80958,0.05803,253.45,0.81329,0.18226,253.45,0.81329,0.18226,255.116,0.81355,0.18226,254.722,0.18226,0,13.96144,1117.39169,784.38066,0,0,0,38.5278,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00289996493151888,02a
"174434","8392858",2008/07/22,Medium,"582839",Marshyhope Creek,2.715,"02080109011542",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044565,200044567,200012010,200011680,47.389,200009334,520.22,"0","0","0","2",200011680,200012121,200011680,0,"1",200011889,16.70782,55.02421,"0","0","0",1.9296,565.4871,560.1312,,-9998,-48,0,0,1e-005,"0",,2.71499991416931,228.909,0.80825,0.72227,228.909,0.80825,0.72227,250.705,0.81194,0.8167,250.705,0.81194,0.8167,252.371,0.81221,0.8167,251.977,0.8167,0,13.92873,1118.72911,783.04714,0,0,0,38.5432,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0286895120278968,02a
"174436","8392862",2008/07/22,Medium,"582839",Marshyhope Creek,1.189,"02080109011542",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044567,200044569,200011889,200011680,46.2,200009334,523.552,"0","0","0","2",200011680,200012010,200011680,0,"1",200011782,0,16.70782,"0","0","0",0.6885,568.6038,563.2479,,-9998,0,0,0,1e-005,"0",,1.18900001049042,230.072,0.80886,0.25647,230.072,0.80886,0.25647,251.976,0.81256,0.36354,251.976,0.81256,0.36354,253.642,0.81283,0.36354,253.248,0.36354,0,13.95581,1117.2632,784.36131,0,0,0,38.5305,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0119029246066955,02a
"174441","8392690",2008/07/22,Medium,"582839",Marshyhope Creek,2.387,"02080109011544",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044481,200044483,200014153,200011680,63.42,200009334,444.659,"0","0","0","2",200011680,200014317,200011680,0,"1",200013990,58.92379,100,"0","0","0",2.5938,469.4427,464.0868,,-9998,-3,5,5,1e-005,"0",,2.38700008392334,191.793,0.78754,1.01231,191.793,0.78754,1.01231,210.163,0.7911,1.05935,210.163,0.7911,1.05935,211.829,0.79141,1.05935,211.435,1.05935,0,13.73506,1128.44471,775.19265,0,0,0,38.6425,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0238436176909198,02a
"174443","8392720",2008/07/22,Medium,"582839",Marshyhope Creek,0.829,"02080109011544",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044496,200044500,200013660,200011680,60.41,200009334,456.245,"0","0","0","2",200011680,200013825,200011680,0,"1",200013493,7.36476,21.53866,"0","0","0",0.5427,488.349,482.9931,,-9998,0,5,5,1e-005,"0",,0.828999996185303,199.181,0.79187,0.20875,199.181,0.79187,0.20875,218.236,0.79546,0.35348,218.236,0.79546,0.35348,219.902,0.79576,0.35348,219.508,0.35348,0,13.80592,1126.1661,778.02183,0,0,0,38.6137,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00762084738132671,02a
"175288","8392732",2008/07/22,Medium,"582839",Marshyhope Creek,0.224,"02080109012242",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044502,200044508,200013335,200011680,59.755,200009334,469.271,"0","0","0","2",200011680,200013493,200011680,0,"1",200013185,0,100,"0","0","0",0.0468,505.3446,490.7718,,-9998,-16,5,5,1e-005,"0",,0.224000006914139,202.21,0.79361,0.01802,202.21,0.79361,0.01802,221.544,0.79722,0.02161,221.544,0.79722,0.02161,223.21,0.79751,0.02161,222.816,0.02161,0,13.81167,1125.29,778.14996,0,0,0,38.6054,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00202880608467357,02a
"175289","8392744",2008/07/22,Medium,"582839",Marshyhope Creek,0.59,"02080109012243",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044508,200044515,200013185,200011680,59.165,200009334,474.436,"0","0","0","2",200011680,200013335,200011680,0,"1",200013036,0,100,"0","0","0",0.3042,514.0242,499.4514,,-9998,-31,5,5,1e-005,"0",,0.589999973773956,205.565,0.79553,0.11699,205.565,0.79553,0.11699,225.209,0.79914,0.07456,225.209,0.79914,0.07456,226.875,0.79944,0.07456,226.481,0.07456,0,13.79938,1124.7802,777.32366,0,0,0,38.6009,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00627633166825164,02a
"175295","8392816",2008/07/22,Medium,"582839",Marshyhope Creek,2.211,"02080109012248",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044544,200044771,200012496,200011680,53.346,200009334,503.719,"0","0","0","2",200011680,200012625,200011680,0,"1",200012367,1.97733,100,"1","0","0",2.5407,542.835,537.4791,,-9998,0,5,5,1e-005,"0",,2.21099996566772,220.271,0.80364,0.97177,220.271,0.80364,0.97177,241.272,0.80731,1.10984,241.272,0.80731,1.10984,242.938,0.80759,1.10984,242.544,1.10984,0,13.77693,1121.9196,775.24907,0,0,0,38.576,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.0231656529318679,02a
"174444","8397320",2008/07/22,Medium,"582839",Marshyhope Creek,0.297,"02080109011545",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044769,200044481,200014317,200011680,65.807,200009334,435.381,"0","0","0","2",200011680,200014483,200011680,0,"1",200014153,0,34.43001,"0","0","0",0.3618,459.8037,454.4478,,-9998,0,5,5,1e-005,"0",,0.296999990940094,187.979,0.78527,0.14157,187.979,0.78527,0.14157,205.996,0.78882,0.31984,205.996,0.78882,0.31984,207.662,0.78913,0.31984,207.268,0.31984,0,13.72814,1128.9562,775.32975,0,0,0,38.6528,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00275751485970606,02a
"174445","8392680",2008/07/22,Medium,"582839",Marshyhope Creek,0.27,"02080109011545",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044476,200044769,200014483,200011680,66.104,200009334,433.108,"0","0","0","2",200011680,200014658,200011680,0,"1",200014317,34.43001,66.1721,"0","0","0",0.0747,454.8969,449.541,,-9998,0,5,5,1e-005,"0",,0.270000010728836,186.056,0.7841,0.02919,186.056,0.7841,0.02919,203.895,0.78764,0.09228,203.895,0.78764,0.09228,205.561,0.78796,0.09228,205.167,0.09228,0,13.735,1129.02,775.54573,0,0,0,38.6525,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.00305392248692526,02a
"174451","8392634",2008/07/22,Medium,"582839",Marshyhope Creek,0.071,"02080109011548",With Digitized,"120049846",ArtificialPath,"55800","2","4","4",200044453,200044463,200015453,200011680,72.29,200009334,388.248,"0","0","0","2",200011680,200015672,200011680,0,"1",200015242,52.47017,55.25321,"0","0","0",0.0135,403.92,398.5641,,-9998,0,12,12,1e-005,"0",,0.0710000023245811,165.741,0.77131,0.00539,165.741,0.77131,0.00539,181.693,0.77476,0.00589,181.693,0.77476,0.00589,183.359,0.77511,0.00589,182.965,0.00589,0,13.58833,1131.75,767.18701,0,0,0,38.6866,"0",0,"0",0,0.300000011920929,0.5,0.04337,0.99709,1.00687,0.9927,0.052,115,0.200000002980232,0,0.000665418840065092,02a
